type   n   time 
dotproduct_o2          5929  3.250000000000001E-004
cached_o2          5929  3.870000000000000E-004
both_o2          5929  2.820000000000000E-004
builtin_o2          5929  2.459999999999999E-004
basic          6084  4.894000000000000E-003
dotproduct          6084  2.109000000000000E-003
cached          6084  5.240000000000000E-003
both          6084  3.008000000000000E-003
builtin          6084  4.980000000000000E-003
basic_o2          6084  2.690000000000000E-004
dotproduct_o2          6084  3.459999999999998E-004
cached_o2          6084  3.649999999999999E-004
both_o2          6084  2.999999999999999E-004
builtin_o2          6084  2.700000000000001E-004
basic          6241  5.058999999999999E-003
dotproduct          6241  2.214000000000000E-003
cached          6241  5.061000000000000E-003
both          6241  3.128000000000001E-003
builtin          6241  5.138999999999999E-003
basic_o2          6241  3.030000000000000E-004
dotproduct_o2          6241  3.619999999999999E-004
cached_o2          6241  3.800000000000000E-004
both_o2          6241  3.179999999999999E-004
builtin_o2          6241  2.940000000000000E-004
basic          6400  5.117999999999999E-003
dotproduct          6400  2.188000000000000E-003
cached          6400  5.122000000000000E-003
both          6400  3.175000000000001E-003
builtin          6400  5.340000000000000E-003
basic_o2          6400  1.899999999999998E-004
dotproduct_o2          6400  3.960000000000001E-004
cached_o2          6400  3.259999999999999E-004
both_o2          6400  3.210000000000001E-004
builtin_o2          6400  1.960000000000000E-004
basic          6561  5.449000000000001E-003
dotproduct          6561  2.367000000000000E-003
cached          6561  5.385000000000000E-003
both          6561  3.421000000000000E-003
builtin          6561  5.588000000000000E-003
basic_o2          6561  2.180000000000001E-004
dotproduct_o2          6561  3.650000000000001E-004
cached_o2          6561  3.300000000000000E-004
both_o2          6561  3.309999999999999E-004
builtin_o2          6561  2.160000000000000E-004
basic          6724  5.940000000000000E-003
dotproduct          6724  3.291000000000000E-003
cached          6724  7.191000000000000E-003
both          6724  4.288000000000000E-003
builtin          6724  6.215000000000000E-003
basic_o2          6724  2.409999999999999E-004
dotproduct_o2          6724  3.880000000000001E-004
cached_o2          6724  3.489999999999999E-004
both_o2          6724  3.710000000000000E-004
builtin_o2          6724  2.420000000000000E-004
basic          6889  6.364000000000000E-003
dotproduct          6889  2.594000000000000E-003
cached          6889  6.569999999999999E-003
both          6889  3.817000000000000E-003
builtin          6889  7.203000000000001E-003
basic_o2          6889  2.670000000000001E-004
dotproduct_o2          6889  4.000000000000001E-004
cached_o2          6889  3.650000000000001E-004
both_o2          6889  3.690000000000000E-004
builtin_o2          6889  2.670000000000001E-004
basic          7056  6.111999999999999E-003
dotproduct          7056  2.639000000000000E-003
cached          7056  6.204000000000000E-003
both          7056  3.749000000000000E-003
builtin          7056  6.242000000000000E-003
basic_o2          7056  2.840000000000001E-004
dotproduct_o2          7056  4.060000000000001E-004
cached_o2          7056  3.650000000000001E-004
both_o2          7056  3.540000000000001E-004
builtin_o2          7056  2.850000000000001E-004
basic          7225  6.342000000000000E-003
dotproduct          7225  2.719000000000000E-003
cached          7225  6.435000000000000E-003
both          7225  4.050000000000000E-003
builtin          7225  6.456000000000000E-003
basic_o2          7225  3.220000000000000E-004
dotproduct_o2          7225  4.790000000000000E-004
cached_o2          7225  4.130000000000000E-004
both_o2          7225  3.760000000000000E-004
builtin_o2          7225  3.219999999999999E-004
basic          7396  6.533000000000001E-003
dotproduct          7396  2.803000000000000E-003
cached          7396  6.664000000000000E-003
both          7396  3.979000000000000E-003
builtin          7396  6.995000000000000E-003
basic_o2          7396  3.490000000000001E-004
dotproduct_o2          7396  4.600000000000001E-004
cached_o2          7396  4.500000000000001E-004
both_o2          7396  3.950000000000001E-004
builtin_o2          7396  3.489999999999999E-004
basic          7569  6.864000000000000E-003
dotproduct          7569  2.978000000000001E-003
cached          7569  6.790000000000000E-003
both          7569  4.092000000000000E-003
builtin          7569  6.743999999999999E-003
basic_o2          7569  3.550000000000001E-004
dotproduct_o2          7569  4.620000000000000E-004
cached_o2          7569  4.690000000000000E-004
both_o2          7569  4.140000000000000E-004
builtin_o2          7569  3.790000000000000E-004
basic          7744  6.962000000000000E-003
dotproduct          7744  2.992000000000000E-003
cached          7744  7.144000000000000E-003
both          7744  4.248999999999999E-003
builtin          7744  7.120000000000000E-003
basic_o2          7744  2.650000000000000E-004
dotproduct_o2          7744  4.639999999999999E-004
cached_o2          7744  4.400000000000001E-004
both_o2          7744  3.990000000000000E-004
builtin_o2          7744  2.589999999999999E-004
basic          7921  7.193000000000001E-003
dotproduct          7921  3.051000000000000E-003
cached          7921  7.165000000000000E-003
both          7921  4.442000000000000E-003
builtin          7921  7.385000000000000E-003
basic_o2          7921  2.960000000000000E-004
dotproduct_o2          7921  4.870000000000001E-004
cached_o2          7921  4.380000000000000E-004
both_o2          7921  4.060000000000000E-004
builtin_o2          7921  2.849999999999999E-004
basic          8100  7.449000000000001E-003
dotproduct          8100  3.200000000000001E-003
cached          8100  7.392999999999999E-003
both          8100  4.545000000000000E-003
builtin          8100  7.668000000000000E-003
basic_o2          8100  3.139999999999999E-004
dotproduct_o2          8100  5.049999999999999E-004
cached_o2          8100  4.730000000000000E-004
both_o2          8100  4.270000000000000E-004
builtin_o2          8100  3.150000000000000E-004
basic          8281  7.766000000000001E-003
dotproduct          8281  3.276000000000000E-003
cached          8281  8.333999999999999E-003
both          8281  4.773000000000000E-003
builtin          8281  7.875000000000000E-003
basic_o2          8281  3.439999999999999E-004
dotproduct_o2          8281  5.750000000000001E-004
cached_o2          8281  4.769999999999999E-004
both_o2          8281  4.499999999999999E-004
builtin_o2          8281  3.440000000000000E-004
basic          8464  7.930999999999999E-003
dotproduct          8464  3.366000000000000E-003
cached          8464  8.014000000000000E-003
both          8464  4.850000000000000E-003
builtin          8464  8.176000000000001E-003
basic_o2          8464  3.760000000000000E-004
dotproduct_o2          8464  5.630000000000000E-004
cached_o2          8464  5.089999999999999E-004
both_o2          8464  4.590000000000000E-004
builtin_o2          8464  3.770000000000001E-004
basic          8649  8.164000000000001E-003
dotproduct          8649  3.561000000000000E-003
cached          8649  8.220000000000000E-003
both          8649  5.051000000000000E-003
builtin          8649  8.446000000000000E-003
basic_o2          8649  4.119999999999999E-004
dotproduct_o2          8649  5.820000000000001E-004
cached_o2          8649  5.150000000000000E-004
both_o2          8649  4.990000000000001E-004
builtin_o2          8649  4.140000000000001E-004
basic          8836  8.251000000000000E-003
dotproduct          8836  3.582000000000000E-003
cached          8836  8.398000000000001E-003
both          8836  5.234000000000001E-003
builtin          8836  8.685999999999999E-003
basic_o2          8836  4.430000000000000E-004
dotproduct_o2          8836  5.940000000000000E-004
cached_o2          8836  5.700000000000001E-004
both_o2          8836  5.100000000000000E-004
builtin_o2          8836  4.490000000000001E-004
basic          9025  8.832000000000000E-003
dotproduct          9025  3.794000000000000E-003
cached          9025  8.935999999999999E-003
both          9025  5.523999999999999E-003
builtin          9025  9.025000000000000E-003
basic_o2          9025  4.779999999999999E-004
dotproduct_o2          9025  6.170000000000000E-004
cached_o2          9025  6.209999999999999E-004
both_o2          9025  5.480000000000000E-004
builtin_o2          9025  4.819999999999999E-004
basic          9216  9.089000000000000E-003
dotproduct          9216  3.922000000000000E-003
cached          9216  9.181999999999999E-003
both          9216  5.707000000000000E-003
builtin          9216  9.391999999999999E-003
basic_o2          9216  3.399999999999999E-004
dotproduct_o2          9216  6.039999999999999E-004
cached_o2          9216  5.579999999999999E-004
both_o2          9216  5.320000000000001E-004
builtin_o2          9216  3.500000000000001E-004
basic          9409  9.505000000000000E-003
dotproduct          9409  4.020000000000000E-003
cached          9409  9.499000000000000E-003
both          9409  5.753000000000000E-003
builtin          9409  9.523000000000000E-003
basic_o2          9409  3.749999999999999E-004
dotproduct_o2          9409  6.219999999999999E-004
cached_o2          9409  5.650000000000001E-004
both_o2          9409  5.309999999999999E-004
builtin_o2          9409  3.650000000000001E-004
basic          9604  9.672999999999999E-003
dotproduct          9604  4.123000000000000E-003
cached          9604  9.597000000000000E-003
both          9604  5.934000000000000E-003
builtin          9604  1.009700000000000E-002
basic_o2          9604  4.020000000000001E-004
dotproduct_o2          9604  6.560000000000000E-004
cached_o2          9604  5.870000000000000E-004
both_o2          9604  5.409999999999999E-004
builtin_o2          9604  4.090000000000000E-004
